"Event Category","Custom Event Properties","Product ID","Product Price"
"ItemPurchased (App)","{""Time"":""2026-02-16 13:08:28"",""UserUUID"":""85d38400-0a02-11f1-8218-43a7bad363ff"",""a_EventItem"":"""",""a_attendance_count"":2,""a_user_name"":""단웅"",""a_user_stage"":120,""b.diamond"":1052689,""b.ruby"":7920,""boxAllCount"":1320,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-15"",""total_payment_amount"":227700,""user_rank"":7583}","돌발_동료__2__1100",1100
"ItemPurchased (App)","{""Time"":""2026-02-16 13:08:25"",""UserUUID"":""85d38400-0a02-11f1-8218-43a7bad363ff"",""a_EventItem"":"""",""a_attendance_count"":2,""a_user_name"":""단웅"",""a_user_stage"":120,""b.diamond"":1052689,""b.ruby"":9020,""boxAllCount"":1320,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-15"",""total_payment_amount"":227700,""user_rank"":7583}","돌발_무기2__2__1100",1100
"ItemPurchased (App)","{""Time"":""2026-02-16 13:08:16"",""UserUUID"":""85d38400-0a02-11f1-8218-43a7bad363ff"",""a_EventItem"":"""",""a_attendance_count"":2,""a_user_name"":""단웅"",""a_user_stage"":120,""b.diamond"":1047689,""b.ruby"":10120,""boxAllCount"":1320,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-15"",""total_payment_amount"":227700,""user_rank"":7583}","돌발_스테이지__0__1100",1100
"ItemPurchased (App)","{""Time"":""2026-02-16 13:05:55"",""UserUUID"":""b05ee9e0-0ad8-11f1-bc77-1338a3b3c62c"",""a_EventItem"":"""",""a_attendance_count"":1,""a_user_name"":""넙치야"",""a_user_stage"":90,""b.diamond"":21208,""b.ruby"":0,""boxAllCount"":2440,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-16"",""total_payment_amount"":62700,""user_rank"":9318}","돌발_고려2__2__1100",1100
"ItemPurchased (App)","{""Time"":""2026-02-16 13:02:10"",""UserUUID"":""0f6a7b30-fef3-11f0-a367-619edeb448c6"",""a_EventItem"":"""",""a_attendance_count"":16,""a_user_name"":""김동규"",""a_user_stage"":317,""b.diamond"":6360,""b.ruby"":110,""boxAllCount"":3010,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-31"",""total_payment_amount"":84700,""user_rank"":3922}","돌발_사형수__0__1100",1100
"ItemPurchased (App)","{""Time"":""2026-02-16 13:02:07"",""UserUUID"":""dbbe3010-0654-11f1-b829-63a3b51ab613"",""a_EventItem"":"""",""a_attendance_count"":3,""a_user_name"":""변산우체국"",""a_user_stage"":36,""b.diamond"":266960,""b.ruby"":330,""boxAllCount"":360,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-10"",""total_payment_amount"":11000,""user_rank"":14295}","구독권1__770",770
"ItemPurchased (App)","{""Time"":""2026-02-16 12:57:11"",""UserUUID"":""0f6a7b30-fef3-11f0-a367-619edeb448c6"",""a_EventItem"":"""",""a_attendance_count"":16,""a_user_name"":""김동규"",""a_user_stage"":317,""b.diamond"":5535,""b.ruby"":110,""boxAllCount"":3010,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-31"",""total_payment_amount"":73700,""user_rank"":3922}","계정한정__가속소환__0__110",110
"ItemPurchased (App)","{""Time"":""2026-02-16 12:56:46"",""UserUUID"":""b05ee9e0-0ad8-11f1-bc77-1338a3b3c62c"",""a_EventItem"":"""",""a_attendance_count"":1,""a_user_name"":""넙치야"",""a_user_stage"":85,""b.diamond"":13808,""b.ruby"":0,""boxAllCount"":2440,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-16"",""total_payment_amount"":51700,""user_rank"":9318}","돌발_고려2__1__550",550
"ItemPurchased (App)","{""Time"":""2026-02-16 12:55:31"",""UserUUID"":""b05ee9e0-0ad8-11f1-bc77-1338a3b3c62c"",""a_EventItem"":"""",""a_attendance_count"":1,""a_user_name"":""넙치야"",""a_user_stage"":85,""b.diamond"":10308,""b.ruby"":550,""boxAllCount"":2440,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-16"",""total_payment_amount"":51700,""user_rank"":10439}","계정한정__고려소환__1__550",550
"ItemPurchased (App)","{""Time"":""2026-02-16 12:52:54"",""UserUUID"":""d7824410-fe51-11f0-afa9-017dfa52852b"",""a_EventItem"":"""",""a_attendance_count"":16,""a_user_name"":""계두식장군"",""a_user_stage"":381,""b.diamond"":378041,""b.ruby"":1870,""boxAllCount"":24630,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-31"",""total_payment_amount"":612700,""user_rank"":3239}","돌발_동료__6__3300",3300
"ItemPurchased (App)","{""Time"":""2026-02-16 12:49:10"",""UserUUID"":""b8d86000-2e43-11f0-ac2a-ab169033f472"",""a_EventItem"":"""",""a_attendance_count"":112,""a_user_name"":""당당한남군"",""a_user_stage"":967,""b.diamond"":145055,""b.ruby"":220,""boxAllCount"":39370,""curserver"":0,""iap_platform"":""GooglePlay"",""install_day"":""2025-05-11"",""total_payment_amount"":1713800,""user_rank"":149}","돌발_나무__7__990",990
"ItemPurchased (App)","{""Time"":""2026-02-16 12:34:33"",""UserUUID"":""d7824410-fe51-11f0-afa9-017dfa52852b"",""a_EventItem"":"""",""a_attendance_count"":16,""a_user_name"":""계두식장군"",""a_user_stage"":361,""b.diamond"":530666,""b.ruby"":5170,""boxAllCount"":24020,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-31"",""total_payment_amount"":612700,""user_rank"":3368}","돌발_던전2__2__990",990
"ItemPurchased (App)","{""Time"":""2026-02-16 12:32:21"",""UserUUID"":""23112e30-07f0-11f1-9600-05af4bc24776"",""a_EventItem"":"""",""a_attendance_count"":5,""a_user_name"":""인사천재"",""a_user_stage"":251,""b.diamond"":213587,""b.ruby"":0,""boxAllCount"":10490,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-02-12"",""total_payment_amount"":297000,""user_rank"":5310}","돌발_스테이지__3__1100",1100
