Event Category,,Product ID,Product Price,"{""a_attendance_count""",a_user_name,a_user_stage,iap_platform,install_day,total_payment_amount,user_rank
Order Complete (App),,ads_remove,7700,1,ºÎ°¶·³,4,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,3,¼öºñ,207,GooglePlay,2025-07-17,103400,37
Order Complete (App),,ruby_3,11000,1,Aring,26,GooglePlay,2025-07-18,0,3725
Order Complete (App),,ruby_3,11000,2,¸®µÎ¿Ë,153,GooglePlay,2025-07-18,102300,129
Order Complete (App),,ads_remove,7700,1,Àå²Ù,9,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,ÀÌ¼­¾Æºü,4,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,Å¬¸®Æä,8,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,4,¸¸¸¶¾Óº¹,195,GooglePlay,2025-07-16,73700,39
Order Complete (App),,ads_remove,7700,1,»ï½î,13,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,ÇÛ±úºñ,5,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_4,33000,2,¸®µÎ¿Ë,132,GooglePlay,2025-07-18,69300,179
Order Complete (App),,ads_remove,7700,1,minjaema,9,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,±¸µ¶ÀÚ,39,GooglePlay,2025-07-18,0,3364
Order Complete (App),,ads_remove,7700,1,Èñ¸Á¾Æºü,25,GooglePlay,2025-07-18,0,3858
Order Complete (App),,ruby_2,6600,2,ÀººûÄ¡¿ì,72,GooglePlay,2025-07-18,7700,1171
Order Complete (App),,ruby_3,11000,2,¾ÆÀÌ½º¿Â,86,GooglePlay,2025-07-18,29700,880
Order Complete (App),,ruby_3,11000,2,¾ÆÀÌ½º¿Â,86,GooglePlay,2025-07-18,7700,880
Order Complete (App),,ads_remove,7700,2,K31,67,GooglePlay,2025-07-17,0,1399
Order Complete (App),,ruby_3,11000,2,¾Æ¹Ö,118,GooglePlay,2025-07-18,26400,215
Order Complete (App),,ads_remove,7700,1,Âð»Ç,20,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,»ç°ú°ú½ÇÁó,18,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,ÀÚ¸Ô¾î¶ó,4,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,ÇÐÀÍÁø,34,GooglePlay,2025-07-18,0,3664
Order Complete (App),,ruby_2,6600,3,Æ¼Æ¼ÆÃ,95,GooglePlay,2025-07-17,7700,494
Order Complete (App),,ads_remove,7700,1,¾ðµÕ³²Æí,21,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,ÃÝÄ¿½ö,18,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,3,ÇÏ³ª°ø°ø,118,GooglePlay,2025-07-17,29700,211
Order Complete (App),,ruby_3,11000,3,ÇÏ³ª°ø°ø,118,GooglePlay,2025-07-17,7700,211
Order Complete (App),,ruby_3,11000,1,Àû°îÁö,24,GooglePlay,2025-07-18,0,3808
Order Complete (App),,ruby_6,110000,1,¼³º¹ÀÌ,24,GooglePlay,2025-07-18,0,3806
Order Complete (App),,ads_remove,7700,1,¹«°£ÀÌ,5,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,1,Á¶´Üºñ,39,GooglePlay,2025-07-18,0,3799
Order Complete (App),,ruby_2,6600,1,ÀßºüÁö´Â¿¬¾Ö,53,GooglePlay,2025-07-18,9900,2406
Order Complete (App),,ads_remove,7700,1,ºÏµÎÄ¥¼º,6,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,¹ßµµÁ¦,24,GooglePlay,2025-07-18,0,3646
Order Complete (App),,ads_remove,7700,1,¼ÒºØ,11,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,¹Ì´ÏÅ°,14,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_5,55000,2,°Ü¿ï»ç°ú,188,GooglePlay,2025-07-18,90200,48
Order Complete (App),,ruby_2,6600,2,¸íµ¹ÀÌ,89,GooglePlay,2025-07-17,7700,662
Order Complete (App),,ruby_2,6600,1,½Ã··ÀÌ,67,GooglePlay,2025-07-18,7700,1847
Order Complete (App),,ruby_2,6600,1,Åõ½Ã´Ï,82,GooglePlay,2025-07-18,20900,2177
Order Complete (App),,ads_remove,7700,1,¼ÒÄí,52,GooglePlay,2025-07-18,0,2087
Order Complete (App),,ruby_2,6600,2,°Ü¿ï»ç°ú,186,GooglePlay,2025-07-18,83600,48
Order Complete (App),,ruby_5,55000,1,ºüµû,81,OneStore,2025-07-18,117700,3612
Order Complete (App),,ads_remove,7700,2,½ºÇÏÃ÷,24,GooglePlay,2025-07-18,0,3624
Order Complete (App),,ruby_1,1100,1,ÀßºüÁö´Â¿¬¾Ö,32,GooglePlay,2025-07-18,9900,3627
Order Complete (App),,ruby_1,1100,1,ÀßºüÁö´Â¿¬¾Ö,32,GooglePlay,2025-07-18,7700,3627
Order Complete (App),,ruby_2,6600,2,ÀÀ»ïÀÌ,70,GooglePlay,2025-07-18,7700,1542
Order Complete (App),,ruby_2,6600,3,Âð¾Æ,227,GooglePlay,2025-07-16,205700,28
Order Complete (App),,ads_remove,7700,1,ÂÞ¾ÐÂÞ¾Ð,41,GooglePlay,2025-07-18,0,3183
Order Complete (App),,ruby_1,1100,1,Åõ½Ã´Ï,77,GooglePlay,2025-07-18,19800,2177
Order Complete (App),,ruby_3,11000,2,°Ü¿ï»ç°ú,181,GooglePlay,2025-07-18,72600,48
Order Complete (App),,ads_remove,7700,1,¿±»Ç,7,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,ÁöÀÚ½º,24,GooglePlay,2025-07-18,0,3781
Order Complete (App),,ads_remove,7700,1,À¸´©,9,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,ÀßºüÁö´Â¿¬¾Ö,8,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_5,55000,1,ºüµû,26,OneStore,2025-07-18,62700,3612
Order Complete (App),,ruby_1,1100,1,È£È£Æ÷,84,GooglePlay,2025-07-18,0,848
Order Complete (App),,ads_remove,7700,1,ºüµû,25,OneStore,2025-07-18,7700,3612
Order Complete (App),,ruby_1,1100,1,Åõ½Ã´Ï,60,GooglePlay,2025-07-18,18700,2177
Order Complete (App),,ruby_4,33000,2,Ãµ»ç¿À»§,113,GooglePlay,2025-07-18,58300,352
Order Complete (App),,ads_remove,7700,1,Çü¹ý,5,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_4,33000,3,´öÇ³µ¿½Ã¶ó¼Ò´Ï,154,GooglePlay,2025-07-16,39600,97
Order Complete (App),,ruby_4,33000,3,µð¿Ã´ëµð,51,GooglePlay,2025-07-17,0,2175
Order Complete (App),,ads_remove,7700,1,±èºêÀÌ,27,GooglePlay,2025-07-18,0,3599
Order Complete (App),,ads_remove,7700,21,°¡´Ð½º,216,GooglePlay,2024-11-27,0,2987
Order Complete (App),,ads_remove,7700,1,´Ü¹ã,6,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_2,6600,2,°üÀýÀÌ¾ÆÇÁ±¸³ª,92,GooglePlay,2025-07-18,18700,547
Order Complete (App),,ads_remove,7700,1,¹ÎÃÊ¿©¸§,13,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,1,Åõ½Ã´Ï,48,GooglePlay,2025-07-18,7700,3734
Order Complete (App),,ads_remove,7700,1,juseho,4,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,ÇÑ±¹»ç8µî±Þ,7,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_1,1100,1,¾çÄ¡¸Ô,62,GooglePlay,2025-07-18,7700,1971
Order Complete (App),,ads_remove,7700,2,°£ÆÄ¿­,32,GooglePlay,2025-07-18,0,3152
Order Complete (App),,ruby_2,6600,3,Á¦³ë»çÀÌµå,156,GooglePlay,2025-07-17,86900,73
Order Complete (App),,ruby_1,1100,2,À¯¸®½Ã·Î,65,GooglePlay,2025-07-18,2200,1526
Order Complete (App),,ruby_1,1100,2,À¯¸®½Ã·Î,65,GooglePlay,2025-07-18,2200,1526
Order Complete (App),,ruby_1,1100,2,À¯¸®½Ã·Î,65,GooglePlay,2025-07-18,0,1526
Order Complete (App),,ads_remove,7700,1,½Ã··ÀÌ,6,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,±ÇÇö,5,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_2,6600,2,JJJ0738,166,GooglePlay,2025-07-18,236500,97
Order Complete (App),,ruby_5,55000,3,Â÷Èñ,301,GooglePlay,2025-07-16,304700,11
Order Complete (App),,ruby_3,11000,2,µü½ê,115,GooglePlay,2025-07-18,20900,273
Order Complete (App),,ads_remove,7700,3,jisung,98,GooglePlay,2025-07-16,0,536
Order Complete (App),,ruby_3,11000,3,Âð¾Æ,211,GooglePlay,2025-07-16,194700,35
Order Complete (App),,ads_remove,7700,1,ÃÊÄÚÆÄ¸£Æä,23,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_4,33000,2,JJJ0738,152,GooglePlay,2025-07-18,203500,97
Order Complete (App),,ruby_2,6600,2,Á¤ÈÆÀÌÀÇ¸ðÇè,48,GooglePlay,2025-07-18,0,2360
Order Complete (App),,ads_remove,7700,1,Åõ½Ã´Ï,5,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,ÅÂÀ¯,8,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,ÁöÀº·ù,18,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,ºØ¾îÀÎ»ý,6,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,°í¹¶,7,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,±×³¯,41,GooglePlay,2025-07-18,0,2865
Order Complete (App),,ruby_2,6600,3,Á¦³ë»çÀÌµå,141,GooglePlay,2025-07-17,80300,107
Order Complete (App),,ruby_4,33000,2,Ãµ»ç¿À»§,95,GooglePlay,2025-07-18,25300,525
Order Complete (App),,ads_remove,7700,1,¿Àµ­¿ä,4,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,·ù¼­ÇÏ,7,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,uj,5,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,ÀÌ¸ùÅ¸,6,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,Àå±¸,27,GooglePlay,2025-07-18,0,3688
Order Complete (App),,ads_remove,7700,1,¾çÄ¡¸Ô,21,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,3,Á¦³ë»çÀÌµå,121,GooglePlay,2025-07-17,69300,139
Order Complete (App),,ruby_3,11000,1,¾ÕÂ¯±¸¶ÇÄ¡,60,GooglePlay,2025-07-18,7700,1712
Order Complete (App),,ruby_2,6600,2,»ì¼º,236,GooglePlay,2025-07-18,293700,22
Order Complete (App),,ads_remove,7700,1,Á¤Æ¢,20,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_1,1100,1,¸®½Ã¾È»þ½º,57,GooglePlay,2025-07-18,51700,2023
Order Complete (App),,ads_remove,7700,1,E±ÞÇåÅÍÀÌ°æµµ,6,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,È£µ¿»ý,12,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_1,1100,1,ÅÂ¹é,68,GooglePlay,2025-07-18,7700,1567
Order Complete (App),,ruby_4,33000,2,»ì¼º,230,GooglePlay,2025-07-18,260700,25
Order Complete (App),,ruby_3,11000,1,¸®½Ã¾È»þ½º,47,GooglePlay,2025-07-18,40700,2354
Order Complete (App),,ads_remove,7700,2,±¹¼¼Ã»,100,GooglePlay,2025-07-18,0,355
Order Complete (App),,ads_remove,7700,1,ÅÂÁ¶ÀÌ¹æ¿ø,6,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,¼ÒÀÌÆÎ,33,GooglePlay,2025-07-18,0,3025
Order Complete (App),,ads_remove,7700,1,ÁØ¾²±â,20,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_1,1100,2,mcÀç¸í,87,GooglePlay,2025-07-18,33000,1483
Order Complete (App),,ruby_3,11000,2,mcÀç¸í,87,GooglePlay,2025-07-18,22000,1483
Order Complete (App),,ads_remove,7700,1,°¨³ç,15,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,2,mcÀç¸í,87,GooglePlay,2025-07-18,11000,1483
Order Complete (App),,ads_remove,7700,2,wind,74,GooglePlay,2025-07-18,0,1079
Order Complete (App),,ads_remove,7700,1,¸¸Àç,29,GooglePlay,2025-07-18,0,3191
Order Complete (App),,ruby_2,6600,2,erazor,43,GooglePlay,2025-07-18,18700,2559
Order Complete (App),,ruby_3,11000,2,erazor,43,GooglePlay,2025-07-18,7700,2559
Order Complete (App),,ads_remove,7700,1,¹®Ç¥,5,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_1,1100,2,ÀÏ·Ð¸Ó½ºÅ©,121,GooglePlay,2025-07-17,8800,160
Order Complete (App),,ads_remove,7700,1,Ãµ·æ,18,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,2,Ãµ»ç¿À»§,91,GooglePlay,2025-07-18,14300,790
Order Complete (App),,ruby_3,11000,2,»ì¼º,229,GooglePlay,2025-07-18,249700,25
Order Complete (App),,ads_remove,7700,1,»þÇÁ°æÀÌ,18,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,chevti,10,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,2,ÀÌ¿À½º,68,GooglePlay,2025-07-18,0,1247
Order Complete (App),,ruby_2,6600,2,JJJ0738,133,GooglePlay,2025-07-18,196900,115
Order Complete (App),,ruby_4,33000,3,¾û¸Á,379,GooglePlay,2025-07-17,812900,2
Order Complete (App),,ads_remove,7700,1,ÃáÇÏ,8,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_4,33000,1,¸®½Ã¾È»þ½º,33,GooglePlay,2025-07-18,7700,3016
Order Complete (App),,ruby_3,11000,2,°üÀýÀÌ¾ÆÇÁ±¸³ª,81,GooglePlay,2025-07-18,7700,1291
Order Complete (App),,ruby_3,11000,2,damsot,86,GooglePlay,2025-07-18,29700,1834
Order Complete (App),,ruby_1,1100,2,ÀÏ·Ð¸Ó½ºÅ©,120,GooglePlay,2025-07-17,7700,175
Order Complete (App),,ruby_1,1100,2,JJJ0738,133,GooglePlay,2025-07-18,195800,115
Order Complete (App),,ruby_1,1100,1,¾ÕÂ¯±¸¶ÇÄ¡,25,GooglePlay,2025-07-18,7700,3630
Order Complete (App),,ruby_2,6600,2,³­ÁßÇ¥·ù±â,93,GooglePlay,2025-07-17,28600,454
Order Complete (App),,ruby_2,6600,1,¾ÕÂ¯±¸¶ÇÄ¡,25,GooglePlay,2025-07-18,0,3630
Order Complete (App),,ruby_3,11000,2,³­ÁßÇ¥·ù±â,93,GooglePlay,2025-07-17,11000,454
Order Complete (App),,ruby_3,11000,2,damsot,86,GooglePlay,2025-07-18,18700,1834
Order Complete (App),,ads_remove,7700,2,±ò²Ä,25,GooglePlay,2025-07-18,0,3617
Order Complete (App),,ads_remove,7700,1,ÈÆ2,4,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,¾Æ¿ìÅä¹Ý¿ö´Ï,9,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,À¯Áü´Ï,15,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_2,6600,1,¹è¿¬È£,42,GooglePlay,2025-07-18,7700,3598
Order Complete (App),,ads_remove,7700,1,¿µÈ­,5,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_5,55000,2,Áú¹æ±¸,61,GooglePlay,2025-07-16,7700,1604
Order Complete (App),,ruby_3,11000,2,damsot,81,GooglePlay,2025-07-18,7700,1834
Order Complete (App),,ruby_3,11000,2,´õ´ö,111,GooglePlay,2025-07-18,51700,437
Order Complete (App),,ruby_4,33000,2,»ì¼º,224,GooglePlay,2025-07-18,216700,29
Order Complete (App),,ads_remove,7700,1,ºÒ»çÀÌ¼ø½Å,14,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,±â¹ü¹è,14,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_2,6600,2,±è¹Î±³,65,GooglePlay,2025-07-18,0,1469
Order Complete (App),,ads_remove,7700,1,°ÅÄ£´Ãº¸,6,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_2,6600,2,¿ÃÅ¸½Å¿µ,93,GooglePlay,2025-07-18,11000,634
Order Complete (App),,ruby_5,55000,3,¾û¸Á,363,GooglePlay,2025-07-17,757900,3
Order Complete (App),,ruby_2,6600,2,¾ÆÁî,86,GooglePlay,2025-07-18,7700,687
Order Complete (App),,ads_remove,7700,1,¸®½Ã¾È»þ½º,5,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,3,À±°ü,146,GooglePlay,2025-07-17,0,76
Order Complete (App),,ruby_3,11000,2,Á¤µµ,24,GooglePlay,2025-07-18,0,3598
Order Complete (App),,ads_remove,7700,1,Å×ÀÌ¸Ó·çÆ®,8,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,À¯´À0,21,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,´Ü¶û,5,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,3,±èÀçÄ¥,109,GooglePlay,2025-07-17,40700,294
Order Complete (App),,ads_remove,7700,1,¹è¿¬È£,18,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,2,JJJ0738,131,GooglePlay,2025-07-18,184800,115
Order Complete (App),,ads_remove,7700,1,Àý´ë¹«Àû,6,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,ÅÂ¹é,7,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,¾ö½ºÅ¸,11,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,2,¿ÃÅ¸½Å¿µ,88,GooglePlay,2025-07-18,0,634
Order Complete (App),,ruby_4,33000,3,È²Àå¿ì,305,GooglePlay,2025-07-17,337700,9
Order Complete (App),,ruby_4,33000,4,»óÃ³,474,OneStore,2025-07-16,1804000,1
Order Complete (App),,ruby_4,33000,3,È²Àå¿ì,305,GooglePlay,2025-07-17,304700,9
Order Complete (App),,ruby_4,33000,3,¾û¸Á,350,GooglePlay,2025-07-17,724900,3
Order Complete (App),,ads_remove,7700,1,Âé¾Æºü,15,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,2,¾Æ¸®¿À³ª,68,GooglePlay,2025-07-18,0,1219
Order Complete (App),,ruby_3,11000,282,ÈæÃµ°Ë,1161,GooglePlay,2024-09-28,11642100,2
Order Complete (App),,ruby_1,1100,282,ÈæÃµ°Ë,1161,GooglePlay,2024-09-28,11642100,2
Order Complete (App),,ruby_1,1100,282,ÈæÃµ°Ë,1161,GooglePlay,2024-09-28,11642100,2
Order Complete (App),,ruby_1,1100,2,È²±ÝÁßµ¶,54,GooglePlay,2025-07-18,6600,1829
Order Complete (App),,ruby_3,11000,282,ÈæÃµ°Ë,1161,GooglePlay,2024-09-28,11628900,2
Order Complete (App),,ruby_2,6600,2,È²±ÝÁßµ¶,54,GooglePlay,2025-07-18,0,1829
Order Complete (App),,ruby_2,6600,2,ºñ¾Æ,86,GooglePlay,2025-07-18,14300,671
Order Complete (App),,ads_remove,7700,1,¹ÌÄ«Çü,8,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_6,110000,2,²ÉÇØ°ñ,87,GooglePlay,2025-07-18,7700,667
Order Complete (App),,ads_remove,7700,1,È¿ÀÚµ¿¿ë°¡¸®,12,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,2,°Ç°­¸¸ÇØ¶ó,24,GooglePlay,2025-07-18,0,3546
Order Complete (App),,ruby_1,1100,2,Á¦³×·²ÀÌ¼ø½Å,41,GooglePlay,2025-07-18,7700,3126
Order Complete (App),,ruby_2,6600,2,Á¦³×·²ÀÌ¼ø½Å,41,GooglePlay,2025-07-18,0,3126
Order Complete (App),,ads_remove,7700,2,±¸±¸ÄÜ¸¶½Ë´Ù,43,GooglePlay,2025-07-18,0,2481
Order Complete (App),,ads_remove,7700,1,À»Áö,8,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_6,110000,3,Åä½ÇÅä½Ç,100,GooglePlay,2025-07-17,7700,359
Order Complete (App),,ads_remove,7700,2,Áú¹æ±¸,29,GooglePlay,2025-07-16,0,3534
Order Complete (App),,ads_remove,7700,1,ÇÏºó,5,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,3,¾Æ¶ûÀÇÈ¥,248,GooglePlay,2025-07-16,370700,19
Order Complete (App),,ads_remove,7700,1,hanlin,11,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_6,110000,2,KIRA,95,GooglePlay,2025-07-18,1657700,368
Order Complete (App),,ruby_6,110000,2,KIRA,95,GooglePlay,2025-07-18,1657700,368
Order Complete (App),,ruby_6,110000,2,KIRA,95,GooglePlay,2025-07-18,1547700,368
Order Complete (App),,ruby_6,110000,2,KIRA,95,GooglePlay,2025-07-18,1437700,368
Order Complete (App),,ads_remove,7700,1,Ä¡¿ìºñ,19,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_6,110000,2,KIRA,95,GooglePlay,2025-07-18,1217700,368
Order Complete (App),,ruby_6,110000,2,KIRA,95,GooglePlay,2025-07-18,1217700,368
Order Complete (App),,ruby_6,110000,2,KIRA,95,GooglePlay,2025-07-18,1217700,368
Order Complete (App),,ruby_6,110000,2,KIRA,95,GooglePlay,2025-07-18,1217700,368
Order Complete (App),,ruby_6,110000,2,KIRA,95,GooglePlay,2025-07-18,1107700,368
Order Complete (App),,ruby_6,110000,2,KIRA,95,GooglePlay,2025-07-18,887700,368
Order Complete (App),,ruby_6,110000,2,KIRA,95,GooglePlay,2025-07-18,887700,368
Order Complete (App),,ruby_6,110000,2,KIRA,95,GooglePlay,2025-07-18,667700,368
Order Complete (App),,ads_remove,7700,2,Áö¿µÀÌ²¿,32,GooglePlay,2025-07-18,0,3168
Order Complete (App),,ruby_1,1100,4,À§µµ¸®,119,GooglePlay,2025-07-16,27500,172
Order Complete (App),,ruby_6,110000,2,KIRA,95,GooglePlay,2025-07-18,447700,368
Order Complete (App),,ruby_1,1100,4,À§µµ¸®,119,GooglePlay,2025-07-16,26400,172
Order Complete (App),,ruby_6,110000,2,KIRA,95,GooglePlay,2025-07-18,227700,368
Order Complete (App),,ruby_2,6600,4,À§µµ¸®,119,GooglePlay,2025-07-16,25300,172
Order Complete (App),,ruby_1,1100,2,È«ÀÌÀå±º,25,GooglePlay,2025-07-18,7700,3526
Order Complete (App),,ruby_2,6600,2,µµÀç,113,GooglePlay,2025-07-18,18700,296
Order Complete (App),,ruby_3,11000,2,Áö³²»ù,26,GooglePlay,2025-07-18,0,3383
Order Complete (App),,ruby_3,11000,4,À§µµ¸®,119,GooglePlay,2025-07-16,7700,172
Order Complete (App),,ruby_2,6600,2,È«ÀÌÀå±º,25,GooglePlay,2025-07-18,0,3526
Order Complete (App),,ruby_4,33000,2,À¯Áî,49,GooglePlay,2025-07-18,7700,2570
Order Complete (App),,ads_remove,7700,1,¿î»¡Á¸¸Á,16,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,2,¾ÆÁî,67,GooglePlay,2025-07-18,0,1858
Order Complete (App),,ads_remove,7700,3,ºÐ¼®ÀÌ,29,GooglePlay,2025-07-17,0,3059
Order Complete (App),,ads_remove,7700,1,¹æ¶ûµ¹¼è,4,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,2,ÇÇÄÚ¸®³ª,227,GooglePlay,2025-07-18,432300,25
Order Complete (App),,ruby_3,11000,3,¹¹³Ä°ø,25,GooglePlay,2025-07-16,0,3516
Order Complete (App),,ruby_3,11000,2,¿¡¸¯Áø,67,OneStore,2025-07-18,25300,1245
Order Complete (App),,ruby_3,11000,2,¸íÅÂ,27,GooglePlay,2025-07-18,0,3114
Order Complete (App),,ads_remove,7700,1,ÀÌ½Ã´Ï,8,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_2,6600,3,¿Ü±³°ü,94,GooglePlay,2025-07-16,14300,383
Order Complete (App),,ads_remove,7700,2,¶¯¸Å±â,41,GooglePlay,2025-07-18,0,2568
Order Complete (App),,ruby_4,33000,294,µ¿Çà,1083,OneStore,2024-09-29,3851000,6
Order Complete (App),,ruby_6,110000,3,Âð¾Æ,149,GooglePlay,2025-07-16,84700,63
Order Complete (App),,ruby_4,33000,2,ÇÇÄÚ¸®³ª,201,GooglePlay,2025-07-18,399300,29
Order Complete (App),,ruby_3,11000,1,µ¿¿ì±âºÎ¿©,94,GooglePlay,2025-07-18,95700,415
Order Complete (App),,ruby_3,11000,3,±è½Â¿ø,319,GooglePlay,2025-07-16,649000,6
Order Complete (App),,ruby_6,110000,1,ÇÇÄÚ¸®³ª,201,GooglePlay,2025-07-18,289300,30
Order Complete (App),,ads_remove,7700,1,ÇãÇãÂü,66,GooglePlay,2025-07-18,0,1908
Order Complete (App),,ads_remove,7700,1,À¯Áî,23,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,Å°µå,5,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_2,6600,3,Âî²¿ºüºü,126,GooglePlay,2025-07-16,19800,126
Order Complete (App),,ruby_1,1100,1,È£¾ß´ÔÀÌ´å,41,GooglePlay,2025-07-18,0,3278
Order Complete (App),,ruby_3,11000,1,ÇÇÄÚ¸®³ª,193,GooglePlay,2025-07-18,278300,31
Order Complete (App),,ads_remove,7700,1,³Î¸®,9,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,µ¥½ÄÀÌ,9,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_6,110000,1,KIRA,71,GooglePlay,2025-07-18,117700,1043
Order Complete (App),,ads_remove,7700,1,¶öÆØ,11,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,·ÎÀ±·ÎÇÏ,4,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ruby_3,11000,1,µµÀç,84,GooglePlay,2025-07-18,7700,771
Order Complete (App),,ruby_2,6600,1,¿¡¸¯Áø,61,OneStore,2025-07-18,14300,1545
Order Complete (App),,ruby_2,6600,1,°­»ê,185,GooglePlay,2025-07-18,51700,38
Order Complete (App),,ads_remove,7700,1,µ¶°í¹ÙÀ§,14,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,ÀÌ¿ø»ó´Ô,6,GooglePlay,2025-07-18,0,99999999
Order Complete (App),,ads_remove,7700,1,Ãò·Î½º,14,GooglePlay,2025-07-18,0,99999999
