Event Category,,Product ID,Product Price,a_attendance_count,a_user_name,a_user_stage,b.diamond,b.ruby,curserver,iap_platform,install_day,total_payment_amount,user_rank
ItemPurchased (App),,Minigame_Product_draw_2__1100,1100,13,허요허요,306,GooglePlay,2025-07-21,152900,243},,,
ItemPurchased (App),,Sudden_Product_Hero1__1,550,3,술먹던천사,119,GooglePlay,2025-07-31,18700,4558},,,
ItemPurchased (App),,Sudden_Product_Research__1,550,7,허어어니,254,GooglePlay,2025-07-27,78100,1043},,,
ItemPurchased (App),,account_Product_Hero_6__0,330,3,술먹던천사,118,GooglePlay,2025-07-31,18700,4558},,,
ItemPurchased (App),,account_Product_Hero_6__2,1100,13,허요허요,305,GooglePlay,2025-07-21,141900,254},,,
ItemPurchased (App),,account_Product_draw_1__1,110,7,꼬치쓰,216,GooglePlay,2025-07-27,35200,2094},,,
ItemPurchased (App),,account_Product_draw_0__1,110,7,꼬치쓰,216,GooglePlay,2025-07-27,35200,2094},,,
ItemPurchased (App),,Sudden_Product_Hero2__1,550,5,유진킴,194,GooglePlay,2025-07-29,72600,2863},,,
ItemPurchased (App),,Sudden_Product_Hero1__1,550,5,유진킴,194,GooglePlay,2025-07-29,72600,2863},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,13,허요허요,304,GooglePlay,2025-07-21,130900,254},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,8,타이거통,270,GooglePlay,2025-07-26,220000,668},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,8,타이거통,270,GooglePlay,2025-07-26,220000,668},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,12,킴혀노,445,GooglePlay,2025-07-22,1007600,29},,,
ItemPurchased (App),,(0)_account_Product_4__0,110,12,킴혀노,445,GooglePlay,2025-07-22,1007600,29},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,12,킴혀노,445,GooglePlay,2025-07-22,1007600,29},,,
ItemPurchased (App),,Sudden_Product_Weapon__5,5500,15,leonso,529,GooglePlay,2025-07-19,4033700,12},,,
ItemPurchased (App),,account_Product_Hero_4__0,330,13,아기왕자,285,GooglePlay,2025-07-21,256300,463},,,
ItemPurchased (App),,account_Product_Hero_0__1,550,13,아기왕자,285,GooglePlay,2025-07-21,256300,463},,,
ItemPurchased (App),,Minigame_Product_draw_6__5500,5500,14,구름꽃,298,GooglePlay,2025-07-20,161700,273},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,15,leonso,529,GooglePlay,2025-07-19,4033700,12},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,15,leonso,529,GooglePlay,2025-07-19,4033700,12},,,
ItemPurchased (App),,Preminum_Product__2,1980,5,유진킴,180,GooglePlay,2025-07-29,61600,2863},,,
ItemPurchased (App),,Sudden_Product_Hero2__1,550,5,유린,151,OneStore,2025-07-29,51700,3361},,,
ItemPurchased (App),,(0)_account_Product_1__2,1100,15,leonso,529,GooglePlay,2025-07-19,4033700,12},,,
ItemPurchased (App),,(0)_account_Product_1__1,550,15,leonso,529,GooglePlay,2025-07-19,4033700,12},,,
ItemPurchased (App),,(0)_account_Product_1__0,110,15,leonso,529,GooglePlay,2025-07-19,4033700,12},,,
ItemPurchased (App),,Sudden_Product_Hero2__0,330,5,유진킴,177,GooglePlay,2025-07-29,49500,2940},,,
ItemPurchased (App),,Minigame_Product_draw_1__1100,1100,13,아기왕자,283,GooglePlay,2025-07-21,256300,664},,,
ItemPurchased (App),,Minigame_Product_draw_0__550,550,13,아기왕자,283,GooglePlay,2025-07-21,256300,664},,,
ItemPurchased (App),,Sudden_Product_Hero2__2,1100,15,비스트롱,346,GooglePlay,2025-07-19,18700,121},,,
ItemPurchased (App),,Pass_Product_0__4,3300,13,럭키스트라이크,490,OneStore,2025-07-21,1378300,14},,,
ItemPurchased (App),,Pass_Product_0__3,2200,13,럭키스트라이크,490,GooglePlay,2025-07-21,1268300,14},,,
ItemPurchased (App),,Diamond_Product__4,3300,13,아기왕자,279,GooglePlay,2025-07-21,256300,664},,,
ItemPurchased (App),,Sudden_Product_Stage__4,1100,13,허요허요,301,GooglePlay,2025-07-21,130900,254},,,
ItemPurchased (App),,Sudden_Product_Weapon__2,1100,7,아기민돌,229,GooglePlay,2025-07-27,47300,1794},,,
ItemPurchased (App),,Sudden_Product_Hero2__1,550,7,아기민돌,229,GooglePlay,2025-07-27,36300,1794},,,
ItemPurchased (App),,account_Product_draw_4__0,110,7,HwaNiMam,151,GooglePlay,2025-07-26,14300,3360},,,
ItemPurchased (App),,Preminum_Product__2,1980,15,홍만춘,346,GooglePlay,2025-07-19,374000,121},,,
ItemPurchased (App),,Sudden_Product_Boost__0,330,5,암부,465,GooglePlay,2025-07-29,1877700,22},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,10,흥길동z,299,GooglePlay,2025-07-25,262900,274},,,
ItemPurchased (App),,(0)_account_Product_3__1,550,5,암부,465,GooglePlay,2025-07-29,1877700,22},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,5,암부,465,GooglePlay,2025-07-29,1877700,22},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,5,암부,465,GooglePlay,2025-07-29,1877700,22},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,5,암부,465,GooglePlay,2025-07-29,1877700,22},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,13,아기왕자,271,GooglePlay,2025-07-21,201300,664},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,13,아기왕자,271,GooglePlay,2025-07-21,201300,664},,,
ItemPurchased (App),,(0)_account_Product_2__0,110,13,아기왕자,271,GooglePlay,2025-07-21,201300,664},,,
ItemPurchased (App),,(0)_account_Product_1__0,110,13,아기왕자,271,GooglePlay,2025-07-21,201300,664},,,
ItemPurchased (App),,account_Product_draw_3__1,550,13,아기왕자,271,GooglePlay,2025-07-21,201300,664},,,
ItemPurchased (App),,account_Product_draw_4__1,550,13,아기왕자,271,GooglePlay,2025-07-21,201300,664},,,
ItemPurchased (App),,Pass_Product_0__6,3300,5,암부,465,GooglePlay,2025-07-29,1877700,22},,,
ItemPurchased (App),,Sudden_Product_Armor__0,330,13,아기왕자,271,GooglePlay,2025-07-21,201300,664},,,
ItemPurchased (App),,Diamond_Product__4,3300,13,아기왕자,271,GooglePlay,2025-07-21,201300,664},,,
ItemPurchased (App),,Sudden_Product_Hero1__1,550,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,Sudden_Product_Weapon__1,550,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,Sudden_Product_Growth1__0,550,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,Sudden_Product_Hero1__0,330,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,Sudden_Product_Weapon__0,330,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,Sudden_Product_Growth2__0,330,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,Pass_Product_0__0,550,5,맹자,145,GooglePlay,2025-07-28,14300,4061},,,
ItemPurchased (App),,account_Product_draw_4__1,550,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,account_Product_draw_3__1,550,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,account_Product_draw_1__2,550,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,account_Product_draw_0__2,550,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,account_Product_draw_4__0,110,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,account_Product_draw_3__0,110,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,account_Product_draw_1__1,110,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,account_Product_draw_0__1,110,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,Pass_Product_3__0,550,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,Pass_Product_2__0,550,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,Pass_Product_1__0,550,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,Pass_Product_0__0,550,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,Sudden_Product_Research__0,330,10,서준아빠,245,GooglePlay,2025-07-22,23100,1624},,,
ItemPurchased (App),,Preminum_Product__4,660,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,Preminum_Product__3,660,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,Preminum_Product__2,1980,3,마듀,95,GooglePlay,2025-07-31,117700,5141},,,
ItemPurchased (App),,Minigame_Product_draw_6__5500,5500,14,헤롱이,327,GooglePlay,2025-07-20,436700,179},,,
ItemPurchased (App),,Preminum_Product__1,770,16,hjjgf,231,GooglePlay,2025-07-18,7700,1814},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,7,아루맘,327,GooglePlay,2025-07-26,190300,179},,,
ItemPurchased (App),,Pass_Product_0__0,550,17,맘바,367,OneStore,2025-07-17,210100,89},,,
ItemPurchased (App),,account_Product_draw_5__0,110,7,아기민돌,228,GooglePlay,2025-07-27,29700,1909},,,
ItemPurchased (App),,Sudden_Product_Growth2__2,1100,4,코리아se스머신,192,GooglePlay,2025-07-30,161700,2479},,,
ItemPurchased (App),,Sudden_Product_Growth1__3,1100,16,방랑검객,354,OneStore,2025-07-17,144100,101},,,
ItemPurchased (App),,Sudden_Product_Growth2__3,3300,8,길동사마,226,GooglePlay,2025-07-26,51700,1913},,,
ItemPurchased (App),,account_Product_Hero_8__1,550,5,제근,122,GooglePlay,2025-07-29,29700,4190},,,
ItemPurchased (App),,Preminum_Product__4,660,14,헤롱이,327,GooglePlay,2025-07-20,436700,179},,,
ItemPurchased (App),,Preminum_Product__3,660,14,헤롱이,327,GooglePlay,2025-07-20,436700,179},,,
ItemPurchased (App),,Sudden_Product_Growth1__1,550,10,서준아빠,235,GooglePlay,2025-07-22,16500,1624},,,
ItemPurchased (App),,Sudden_Product_Research__8,1100,13,럭키스트라이크,488,GooglePlay,2025-07-21,1268300,14},,,
ItemPurchased (App),,(0)_account_Product_1__0,110,2,또땡겨,262,GooglePlay,2025-07-31,455400,1095},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,2,또땡겨,262,GooglePlay,2025-07-31,455400,1095},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,2,또땡겨,262,GooglePlay,2025-07-31,455400,1095},,,
ItemPurchased (App),,(0)_account_Product_2__0,110,2,또땡겨,262,GooglePlay,2025-07-31,455400,1095},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,17,수진,372,GooglePlay,2025-07-16,369600,77},,,
ItemPurchased (App),,Sudden_Product_Growth1__2,1100,13,일어난오리,283,GooglePlay,2025-07-20,41800,482},,,
ItemPurchased (App),,Sudden_Product_Stage__3,550,2,또땡겨,260,GooglePlay,2025-07-31,455400,1095},,,
ItemPurchased (App),,Sudden_Product_Hero1__2,1100,7,스과,257,GooglePlay,2025-07-27,67100,977},,,
ItemPurchased (App),,Minigame_Product_draw_0__550,550,18,김승원,458,GooglePlay,2025-07-16,770000,26},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,18,악마,728,OneStore,2025-07-15,3206500,4},,,
ItemPurchased (App),,Sudden_Product_Armor__1,550,7,아루맘,322,GooglePlay,2025-07-26,190300,211},,,
ItemPurchased (App),,(0)_account_Product_3__2,1100,6,루아베니,329,GooglePlay,2025-07-17,683100,173},,,
ItemPurchased (App),,(0)_account_Product_3__1,550,6,루아베니,329,GooglePlay,2025-07-17,683100,173},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,6,루아베니,329,GooglePlay,2025-07-17,683100,173},,,
ItemPurchased (App),,account_Product_draw_0__1,110,4,후조,190,GooglePlay,2025-07-29,14300,2692},,,
ItemPurchased (App),,(0)_account_Product_3__2,1100,17,천하난세,546,GooglePlay,2025-07-16,1793000,11},,,
ItemPurchased (App),,(0)_account_Product_3__1,550,17,천하난세,546,GooglePlay,2025-07-16,1793000,11},,,
ItemPurchased (App),,(0)_account_Product_3__0,110,17,천하난세,546,GooglePlay,2025-07-16,1793000,11},,,
ItemPurchased (App),,Sudden_Product_Research__9,3300,17,천하난세,546,GooglePlay,2025-07-16,1793000,11},,,
ItemPurchased (App),,Minigame_Product_draw_0__550,550,16,꽃해골,465,GooglePlay,2025-07-18,1030700,22},,,
ItemPurchased (App),,account_Product_draw_0__5,5500,8,이세계아이돌,551,GooglePlay,2025-07-26,471900,8},,,
ItemPurchased (App),,account_Product_draw_0__4,3300,8,이세계아이돌,551,GooglePlay,2025-07-26,471900,8},,,
ItemPurchased (App),,(1)_account_Product_6__1,-1100,8,이세계아이돌,551,GooglePlay,2025-07-26,471900,8},,,
ItemPurchased (App),,(1)_account_Product_6__0,550,8,이세계아이돌,551,GooglePlay,2025-07-26,471900,8},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,8,이세계아이돌,551,GooglePlay,2025-07-26,471900,8},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,8,이세계아이돌,551,GooglePlay,2025-07-26,471900,8},,,
ItemPurchased (App),,Sudden_Product_Research__1,550,8,소인은,268,GooglePlay,2025-07-26,386100,689},,,
ItemPurchased (App),,Sudden_Product_Hero1__2,1100,4,이야이,242,OneStore,2025-07-30,204600,1444},,,
ItemPurchased (App),,Sudden_Product_Research__7,5500,8,이세계아이돌,551,GooglePlay,2025-07-26,471900,8},,,
ItemPurchased (App),,Sudden_Product_Growth1__5,-9900,8,이세계아이돌,551,GooglePlay,2025-07-26,471900,8},,,
ItemPurchased (App),,Sudden_Product_Research__8,-1100,8,이세계아이돌,551,GooglePlay,2025-07-26,471900,8},,,
ItemPurchased (App),,Pass_Product_1__0,550,9,빠따로삼국통일,149,GooglePlay,2025-07-25,14300,3417},,,
ItemPurchased (App),,Sudden_Product_Growth2__6,5500,8,이세계아이돌,551,GooglePlay,2025-07-26,471900,8},,,
ItemPurchased (App),,Sudden_Product_Research__6,3300,8,이세계아이돌,551,GooglePlay,2025-07-26,471900,8},,,
ItemPurchased (App),,Sudden_Product_Stage__8,-10600,8,이세계아이돌,551,GooglePlay,2025-07-26,471900,8},,,
ItemPurchased (App),,Sudden_Product_Growth1__4,-1500,8,이세계아이돌,551,GooglePlay,2025-07-26,471900,8},,,
ItemPurchased (App),,Pass_Product_0__0,550,18,대머리강서구,485,GooglePlay,2025-07-16,1305700,17},,,
ItemPurchased (App),,Sudden_Product_Research__5,0,8,이세계아이돌,551,GooglePlay,2025-07-26,471900,8},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,9,백진,361,GooglePlay,2025-07-24,401500,93},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,9,백진,361,GooglePlay,2025-07-24,401500,93},,,
ItemPurchased (App),,(0)_account_Product_2__0,110,16,유태,430,OneStore,2025-07-18,942700,37},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,11,국뿅,368,GooglePlay,2025-07-23,364100,81},,,
ItemPurchased (App),,Sudden_Product_Research__8,1100,16,JJJ0738,550,GooglePlay,2025-07-18,2212100,9},,,
ItemPurchased (App),,Minigame_Product_draw_5__5500,5500,13,베노미,370,OneStore,2025-07-21,666600,77},,,
ItemPurchased (App),,Minigame_Product_draw_6__5500,5500,13,베노미,370,OneStore,2025-07-21,666600,77},,,
ItemPurchased (App),,Minigame_Product_draw_4__3300,3300,12,타난,326,GooglePlay,2025-07-21,190300,187},,,
ItemPurchased (App),,Sudden_Product_Boost__0,330,18,김승원,454,GooglePlay,2025-07-16,770000,26},,,
ItemPurchased (App),,(0)_account_Product_7__0,110,16,KIRA,844,GooglePlay,2025-07-18,8807700,1},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,16,KIRA,844,GooglePlay,2025-07-18,8807700,1},,,
ItemPurchased (App),,Minigame_Product_draw_0__550,550,8,이지대장,266,GooglePlay,2025-07-25,82500,782},,,
ItemPurchased (App),,Sudden_Product_Growth1__7,2200,16,천하난세,543,GooglePlay,2025-07-16,1760000,11},,,
ItemPurchased (App),,account_Product_draw_1__2,550,13,사몬,246,GooglePlay,2025-07-19,73700,1323},,,
ItemPurchased (App),,account_Product_draw_0__2,550,13,사몬,246,GooglePlay,2025-07-19,73700,1323},,,
ItemPurchased (App),,account_Product_draw_5__0,110,9,덕덕,231,GooglePlay,2025-07-23,73700,1694},,,
ItemPurchased (App),,account_Product_draw_3__0,110,9,덕덕,231,GooglePlay,2025-07-23,73700,1694},,,
ItemPurchased (App),,account_Product_draw_4__0,110,9,덕덕,231,GooglePlay,2025-07-23,73700,1694},,,
ItemPurchased (App),,account_Product_Hero_7__0,330,9,덕덕,231,GooglePlay,2025-07-23,73700,1694},,,
ItemPurchased (App),,account_Product_Hero_9__0,330,9,덕덕,231,GooglePlay,2025-07-23,73700,1694},,,
ItemPurchased (App),,account_Product_Hero_8__0,330,9,덕덕,231,GooglePlay,2025-07-23,73700,1694},,,
ItemPurchased (App),,account_Product_Hero_0__0,330,9,덕덕,231,GooglePlay,2025-07-23,73700,1694},,,
ItemPurchased (App),,account_Product_Hero_2__0,330,9,덕덕,231,GooglePlay,2025-07-23,73700,1694},,,
ItemPurchased (App),,account_Product_Hero_3__0,330,9,덕덕,231,GooglePlay,2025-07-23,73700,1694},,,
ItemPurchased (App),,account_Product_Hero_1__0,330,9,덕덕,231,GooglePlay,2025-07-23,73700,1694},,,
ItemPurchased (App),,account_Product_Hero_10__0,330,9,덕덕,231,GooglePlay,2025-07-23,73700,1694},,,
ItemPurchased (App),,account_Product_Hero_6__0,330,9,덕덕,231,GooglePlay,2025-07-23,73700,1694},,,
ItemPurchased (App),,Sudden_Product_Hero2__2,1100,11,보보부복,286,GooglePlay,2025-07-22,168300,399},,,
ItemPurchased (App),,(1)_account_Product_7__0,1100,13,사몬,246,GooglePlay,2025-07-19,62700,1323},,,
ItemPurchased (App),,Sudden_Product_Weapon__0,330,2,은홍,91,GooglePlay,2025-07-30,14300,5596},,,
ItemPurchased (App),,Sudden_Product_Growth2__0,330,2,은홍,91,GooglePlay,2025-07-30,14300,5596},,,
ItemPurchased (App),,Sudden_Product_Stage__6,5500,16,틸라스,425,GooglePlay,2025-07-17,1054900,41},,,
ItemPurchased (App),,account_Product_draw_3__0,110,3,후조,185,GooglePlay,2025-07-29,14300,2745},,,
ItemPurchased (App),,Minigame_Product_draw_4__3300,3300,16,틸라스,425,GooglePlay,2025-07-17,1043900,41},,,
ItemPurchased (App),,Minigame_Product_draw_3__3300,3300,16,틸라스,425,GooglePlay,2025-07-17,1043900,41},,,
ItemPurchased (App),,account_Product_Hero_6__0,330,1,허밋,52,GooglePlay,2025-08-01,11000,9894},,,
ItemPurchased (App),,Sudden_Product_Hero2__0,330,2,이만냥,131,GooglePlay,2025-07-30,42900,3842},,,
ItemPurchased (App),,Sudden_Product_Hero2__3,3300,16,103,367,GooglePlay,2025-07-17,442200,84},,,
ItemPurchased (App),,Minigame_Product_draw_5__5500,5500,16,틸라스,425,GooglePlay,2025-07-17,933900,41},,,
ItemPurchased (App),,Minigame_Product_draw_5__5500,5500,16,틸라스,425,GooglePlay,2025-07-17,933900,41},,,
ItemPurchased (App),,Sudden_Product_Hero2__1,550,3,마늘쫑,213,GooglePlay,2025-07-30,194700,2140},,,
ItemPurchased (App),,Sudden_Product_Hero2__0,330,7,아치발,197,GooglePlay,2025-07-26,40700,2463},,,
ItemPurchased (App),,Sudden_Product_Weapon__2,1100,3,마늘쫑,213,GooglePlay,2025-07-30,194700,2140},,,
ItemPurchased (App),,Sudden_Product_Armor__0,330,1,용아치,92,GooglePlay,2025-08-01,66000,5414},,,
ItemPurchased (App),,Sudden_Product_Hero1__0,330,1,용아치,92,GooglePlay,2025-08-01,66000,5414},,,
ItemPurchased (App),,Sudden_Product_Weapon__0,330,1,용아치,92,GooglePlay,2025-08-01,66000,5414},,,
ItemPurchased (App),,Sudden_Product_Armor__0,330,2,이만냥,131,GooglePlay,2025-07-30,42900,3836},,,
ItemPurchased (App),,Sudden_Product_Hero1__0,330,2,이만냥,131,GooglePlay,2025-07-30,42900,3836},,,
ItemPurchased (App),,Sudden_Product_Weapon__0,330,2,이만냥,131,GooglePlay,2025-07-30,42900,3836},,,
ItemPurchased (App),,Sudden_Product_Hero1__1,550,7,아치발,197,GooglePlay,2025-07-26,40700,2463},,,
ItemPurchased (App),,Sudden_Product_Armor__2,1100,13,헤롱이,326,GooglePlay,2025-07-20,403700,208},,,
ItemPurchased (App),,Preminum_Product__1,770,1,허밋,45,GooglePlay,2025-08-01,11000,10825},,,
ItemPurchased (App),,Preminum_Product__2,1980,2,이만냥,131,GooglePlay,2025-07-30,42900,3836},,,
ItemPurchased (App),,Sudden_Product_Hero2__0,330,3,후조,175,GooglePlay,2025-07-29,14300,2993},,,
ItemPurchased (App),,Preminum_Product__1,770,2,천망,69,GooglePlay,2025-07-31,11000,7428},,,
ItemPurchased (App),,Preminum_Product__1,770,1,민주니,43,GooglePlay,2025-08-01,7700,10948},,,
ItemPurchased (App),,account_Product_draw_1__2,550,3,테헹,187,GooglePlay,2025-07-30,117700,3174},,,
ItemPurchased (App),,account_Product_draw_0__2,550,3,테헹,187,GooglePlay,2025-07-30,117700,3174},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,16,틸라스,420,GooglePlay,2025-07-17,823900,51},,,
ItemPurchased (App),,Sudden_Product_Weapon__1,550,13,하리파덜,253,GooglePlay,2025-07-20,18700,1154},,,
ItemPurchased (App),,Preminum_Product__2,1980,7,아치발,191,GooglePlay,2025-07-26,40700,2463},,,
ItemPurchased (App),,Preminum_Product__2,1980,10,백두혈통,226,GooglePlay,2025-07-23,40700,1901},,,
ItemPurchased (App),,account_Product_Hero_3__1,550,3,김메롱,407,GooglePlay,2025-07-29,1173700,48},,,
ItemPurchased (App),,account_Product_Hero_3__0,330,3,김메롱,407,GooglePlay,2025-07-29,1173700,48},,,
ItemPurchased (App),,Preminum_Product__4,660,1,용아치,91,OneStore,2025-08-01,66000,5592},,,
ItemPurchased (App),,Preminum_Product__3,660,1,용아치,91,OneStore,2025-08-01,66000,5592},,,
ItemPurchased (App),,account_Product_draw_0__1,110,14,쥐돌이,302,GooglePlay,2025-07-19,73700,244},,,
ItemPurchased (App),,account_Product_draw_1__1,110,14,쥐돌이,302,GooglePlay,2025-07-19,73700,244},,,
ItemPurchased (App),,Sudden_Product_Armor__1,550,14,복마니1,292,GooglePlay,2025-07-18,183700,365},,,
ItemPurchased (App),,Sudden_Product_Hero1__2,1100,3,코리아se스머신,150,GooglePlay,2025-07-30,150700,3396},,,
ItemPurchased (App),,Sudden_Product_Stage__1,3300,3,코리아se스머신,150,GooglePlay,2025-07-30,150700,3396},,,
ItemPurchased (App),,Sudden_Product_Stage__0,1100,3,코리아se스머신,150,GooglePlay,2025-07-30,150700,3396},,,
ItemPurchased (App),,account_Product_draw_1__3,1100,14,복마니1,292,GooglePlay,2025-07-18,183700,365},,,
ItemPurchased (App),,account_Product_draw_1__2,550,14,복마니1,292,GooglePlay,2025-07-18,183700,365},,,
ItemPurchased (App),,account_Product_draw_1__1,110,14,복마니1,292,GooglePlay,2025-07-18,183700,365},,,
ItemPurchased (App),,Sudden_Product_Hero2__1,550,3,코리아se스머신,149,GooglePlay,2025-07-30,95700,3396},,,
ItemPurchased (App),,Sudden_Product_Weapon__2,1100,14,복마니1,287,GooglePlay,2025-07-18,183700,365},,,
ItemPurchased (App),,Sudden_Product_Hero2__2,1100,13,헤롱이,314,GooglePlay,2025-07-20,403700,219},,,
ItemPurchased (App),,Sudden_Product_Growth2__4,5500,13,헤롱이,314,GooglePlay,2025-07-20,403700,219},,,
ItemPurchased (App),,account_Product_draw_0__1,110,4,양승구,120,GooglePlay,2025-07-29,14300,4102},,,
ItemPurchased (App),,account_Product_draw_1__1,110,4,양승구,120,GooglePlay,2025-07-29,14300,4102},,,
ItemPurchased (App),,Minigame_Product_draw_3__3300,3300,10,nerdy,249,GooglePlay,2025-07-23,282700,1489},,,
ItemPurchased (App),,account_Product_draw_4__0,110,4,양승구,120,GooglePlay,2025-07-29,14300,4102},,,
ItemPurchased (App),,(0)_account_Product_1__0,110,4,양승구,120,GooglePlay,2025-07-29,14300,4102},,,
ItemPurchased (App),,(0)_account_Product_2__0,110,4,양승구,120,GooglePlay,2025-07-29,14300,4102},,,
ItemPurchased (App),,(0)_account_Product_6__0,110,4,양승구,120,GooglePlay,2025-07-29,14300,4102},,,
ItemPurchased (App),,Pass_Product_2__0,550,8,기모찌맨,245,GooglePlay,2025-07-24,40700,1431},,,
ItemPurchased (App),,Pass_Product_3__0,550,8,기모찌맨,245,GooglePlay,2025-07-24,40700,1431},,,
ItemPurchased (App),,Minigame_Product_draw_4__3300,3300,10,nerdy,248,GooglePlay,2025-07-23,249700,1489},,,
ItemPurchased (App),,Preminum_Product__1,770,6,옥수슝,76,GooglePlay,2025-07-26,7700,6811},,,
ItemPurchased (App),,Minigame_Product_draw_1__1100,1100,6,아루맘,314,GooglePlay,2025-07-26,183700,218},,,
ItemPurchased (App),,Sudden_Product_Growth1__2,1100,10,누나좋아,286,GooglePlay,2025-07-22,356400,396},,,
ItemPurchased (App),,Pass_Product_3__5,3300,4,암부,461,GooglePlay,2025-07-29,1877700,25},,,
ItemPurchased (App),,Sudden_Product_Hero1__2,1100,10,누나좋아,286,GooglePlay,2025-07-22,345400,396},,,
ItemPurchased (App),,Minigame_Product_draw_2__1100,1100,6,아루맘,314,GooglePlay,2025-07-26,172700,218},,,
ItemPurchased (App),,Minigame_Product_draw_2__1100,1100,10,nerdy,242,GooglePlay,2025-07-23,249700,1489},,,
ItemPurchased (App),,Minigame_Product_draw_1__1100,1100,10,nerdy,242,GooglePlay,2025-07-23,249700,1489},,,
ItemPurchased (App),,Minigame_Product_draw_5__5500,5500,10,nerdy,242,GooglePlay,2025-07-23,249700,1489},,,
ItemPurchased (App),,Pass_Product_3__3,2200,16,틸라스,386,GooglePlay,2025-07-17,823900,66},,,
ItemPurchased (App),,Pass_Product_1__1,770,16,틸라스,386,GooglePlay,2025-07-17,823900,66},,,
ItemPurchased (App),,Minigame_Product_draw_2__1100,1100,16,틸라스,386,GooglePlay,2025-07-17,823900,66},,,
ItemPurchased (App),,Minigame_Product_draw_1__1100,1100,16,틸라스,386,GooglePlay,2025-07-17,823900,66},,,
ItemPurchased (App),,Sudden_Product_Boost__0,330,16,틸라스,386,GooglePlay,2025-07-17,823900,66},,,
ItemPurchased (App),,Sudden_Product_Stage__3,550,6,Realize,256,GooglePlay,2025-07-27,259600,1037},,,
ItemPurchased (App),,Preminum_Product__2,1980,2,체흐,34,GooglePlay,2025-07-31,33000,12335},,,
ItemPurchased (App),,Preminum_Product__1,770,2,체흐,34,GooglePlay,2025-07-31,33000,12335},,,
ItemPurchased (App),,Minigame_Product_draw_6__5500,5500,10,nerdy,229,GooglePlay,2025-07-23,139700,1836},,,
ItemPurchased (App),,account_Product_draw_5__3,3300,16,틸라스,382,GooglePlay,2025-07-17,823900,66},,,
ItemPurchased (App),,account_Product_draw_4__3,3300,16,틸라스,382,GooglePlay,2025-07-17,823900,66},,,
ItemPurchased (App),,account_Product_draw_3__3,3300,16,틸라스,382,GooglePlay,2025-07-17,823900,66},,,
ItemPurchased (App),,account_Product_draw_1__4,3300,16,틸라스,382,GooglePlay,2025-07-17,823900,66},,,
