Event Category,,Product ID,Product Price,"{""a_attendance_count""",a_user_name,a_user_stage,b.diamond,b.ruby,curserver,iap_platform,install_day,total_payment_amount,user_rank
Order Complete (App),,ruby_2,6600,4,갬성,179,GooglePlay,2025-07-31,110000,3144},,,
Order Complete (App),,ruby_5,55000,4,갬성,179,GooglePlay,2025-07-31,48400,3144},,,
Order Complete (App),,ads_remove,7700,1,035포크,9,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_2,6600,7,지은이내꼬,233,GooglePlay,2025-07-27,64900,1919},,,
Order Complete (App),,ruby_4,33000,1,새내기,58,GooglePlay,2025-08-03,11000,9334},,,
Order Complete (App),,ads_remove,7700,3,링고,79,GooglePlay,2025-07-18,0,7095},,,
Order Complete (App),,ads_remove,7700,1,쵸돈단스,5,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_2,6600,1,승훈이이,84,GooglePlay,2025-08-02,6600,6784},,,
Order Complete (App),,ruby_4,33000,2,조메기,187,GooglePlay,2025-08-02,107800,2924},,,
Order Complete (App),,ruby_6,110000,15,짭서스,385,OneStore,2025-07-20,557700,73},,,
Order Complete (App),,ruby_3,11000,19,펜타닐,298,GooglePlay,2025-07-16,29700,365},,,
Order Complete (App),,ruby_3,11000,19,펜타닐,298,GooglePlay,2025-07-16,18700,365},,,
Order Complete (App),,ads_remove,7700,1,NADUNG,14,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,혼과빛,7,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_3,11000,2,안앙뽀,57,GooglePlay,2025-08-01,0,10495},,,
Order Complete (App),,ads_remove,7700,1,싹싹,21,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,롤로핑,9,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_2,6600,3,부릅,172,GooglePlay,2025-08-01,42900,3345},,,
Order Complete (App),,ruby_2,6600,6,초인고양이,293,GooglePlay,2025-07-29,311300,398},,,
Order Complete (App),,ads_remove,7700,1,출렁,38,GooglePlay,2025-08-03,0,14610},,,
Order Complete (App),,ruby_6,110000,18,엉망,613,GooglePlay,2025-07-17,2286900,7},,,
Order Complete (App),,ruby_2,6600,1,1부소,28,GooglePlay,2025-08-03,17600,14251},,,
Order Complete (App),,ruby_3,11000,1,1부소,28,GooglePlay,2025-08-03,0,14251},,,
Order Complete (App),,ruby_4,33000,2,칼리아나아쳐,24,GooglePlay,2025-08-02,7700,14606},,,
Order Complete (App),,ads_remove,7700,2,칼리아나아쳐,24,GooglePlay,2025-08-02,0,14606},,,
Order Complete (App),,ruby_1,1100,1,공왕,25,GooglePlay,2025-08-03,7700,14610},,,
Order Complete (App),,ruby_6,110000,18,엉망,612,GooglePlay,2025-07-17,2176900,7},,,
Order Complete (App),,ruby_2,6600,1,공왕,25,GooglePlay,2025-08-03,0,14610},,,
Order Complete (App),,ruby_1,1100,3,도라에몽표류기,186,GooglePlay,2025-08-01,85800,2973},,,
Order Complete (App),,ruby_1,1100,3,도라에몽표류기,186,GooglePlay,2025-08-01,83600,2973},,,
Order Complete (App),,ads_remove,7700,1,2인자,8,OneStore,2025-08-03,7700,99999999},,,
Order Complete (App),,ruby_3,11000,1,새내기,24,GooglePlay,2025-08-03,0,14603},,,
Order Complete (App),,ads_remove,7700,1,레쓰꾸,8,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_2,6600,15,스무디킹,236,GooglePlay,2025-07-20,29700,1888},,,
Order Complete (App),,ruby_4,33000,15,대베,248,GooglePlay,2025-07-19,7700,1580},,,
Order Complete (App),,ads_remove,7700,1,꿀봉이,5,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_4,33000,6,국이,251,GooglePlay,2025-07-29,161700,1317},,,
Order Complete (App),,ruby_4,33000,3,도라에몽표류기,186,GooglePlay,2025-08-01,50600,2973},,,
Order Complete (App),,ads_remove,7700,1,도또또,5,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_2,6600,1,말귀,50,GooglePlay,2025-08-03,7700,10917},,,
Order Complete (App),,ads_remove,7700,1,말귀,50,GooglePlay,2025-08-03,0,10917},,,
Order Complete (App),,ads_remove,7700,1,fak,8,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_4,33000,6,초인고양이,288,GooglePlay,2025-07-29,278300,463},,,
Order Complete (App),,ads_remove,7700,1,신들파,15,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_3,11000,3,야몽이,171,GooglePlay,2025-08-01,29700,3394},,,
Order Complete (App),,ruby_3,11000,3,야몽이,171,GooglePlay,2025-08-01,7700,3394},,,
Order Complete (App),,ruby_1,1100,1,진삼,51,GooglePlay,2025-08-03,7700,14570},,,
Order Complete (App),,ruby_2,6600,1,진삼,51,GooglePlay,2025-08-03,0,14570},,,
Order Complete (App),,ruby_2,6600,1,비갠뒤소나기,84,GooglePlay,2025-08-03,18700,6763},,,
Order Complete (App),,ads_remove,7700,2,될놈1,51,GooglePlay,2025-08-02,0,10876},,,
Order Complete (App),,ads_remove,7700,1,전설의박망고,7,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_3,11000,1,네마,48,GooglePlay,2025-08-03,7700,11042},,,
Order Complete (App),,ruby_4,33000,12,누나좋아,317,GooglePlay,2025-07-22,488400,271},,,
Order Complete (App),,ads_remove,7700,1,양림이,15,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_1,1100,16,드레옹,487,GooglePlay,2025-07-19,1769900,18},,,
Order Complete (App),,ruby_1,1100,16,드레옹,487,GooglePlay,2025-07-19,1768800,18},,,
Order Complete (App),,ruby_1,1100,16,드레옹,487,GooglePlay,2025-07-19,1767700,18},,,
Order Complete (App),,ruby_3,11000,16,드레옹,487,GooglePlay,2025-07-19,1767700,18},,,
Order Complete (App),,ruby_5,55000,16,드레옹,487,GooglePlay,2025-07-19,1701700,18},,,
Order Complete (App),,ruby_3,11000,8,godtwkim,226,GooglePlay,2025-07-26,25300,2142},,,
Order Complete (App),,ruby_5,55000,1,그럴수덕,90,GooglePlay,2025-08-02,7700,7108},,,
Order Complete (App),,ruby_6,110000,16,드레옹,487,GooglePlay,2025-07-19,1591700,18},,,
Order Complete (App),,ruby_6,110000,17,KIRA,853,GooglePlay,2025-07-18,8807700,1},,,
Order Complete (App),,ads_remove,7700,1,줍셰,4,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_5,55000,7,독립,216,GooglePlay,2025-07-28,33000,2463},,,
Order Complete (App),,ads_remove,7700,1,Salah,11,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_4,33000,2,수애,183,GooglePlay,2025-08-02,132000,3067},,,
Order Complete (App),,ruby_4,33000,2,수애,183,GooglePlay,2025-08-02,99000,3067},,,
Order Complete (App),,ads_remove,7700,1,afogy,18,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_2,6600,2,승질승,91,GooglePlay,2025-08-02,7700,5924},,,
Order Complete (App),,ruby_4,33000,12,국뿅,389,GooglePlay,2025-07-23,364100,62},,,
Order Complete (App),,ads_remove,7700,1,준이아범,43,GooglePlay,2025-08-02,0,12793},,,
Order Complete (App),,ads_remove,7700,1,섬유유병재,19,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_3,11000,8,허어어니,285,GooglePlay,2025-07-27,106700,606},,,
Order Complete (App),,ads_remove,7700,1,청소팀장,51,GooglePlay,2025-08-03,0,10787},,,
Order Complete (App),,ruby_3,11000,18,디우,435,GooglePlay,2025-07-17,564300,45},,,
Order Complete (App),,ads_remove,7700,1,키샤탄,29,GooglePlay,2025-08-03,0,13564},,,
Order Complete (App),,ruby_4,33000,2,망고스무디,92,GooglePlay,2025-08-01,11000,6361},,,
Order Complete (App),,ruby_3,11000,99,LovePoem,487,GooglePlay,2024-09-29,81400,503},,,
Order Complete (App),,ruby_4,33000,15,김견,376,GooglePlay,2025-07-20,491700,84},,,
Order Complete (App),,ruby_2,6600,3,임태산,87,GooglePlay,2025-08-01,20900,6381},,,
Order Complete (App),,ruby_4,33000,18,디우,433,GooglePlay,2025-07-17,531300,45},,,
Order Complete (App),,ads_remove,7700,1,새벽3시야식,4,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_3,11000,18,디우,428,GooglePlay,2025-07-17,520300,45},,,
Order Complete (App),,ruby_1,1100,10,무르무르,292,GooglePlay,2025-07-25,52800,398},,,
Order Complete (App),,ruby_2,6600,8,허어어니,276,GooglePlay,2025-07-27,100100,695},,,
Order Complete (App),,ruby_1,1100,10,무르무르,292,GooglePlay,2025-07-25,52800,398},,,
Order Complete (App),,ruby_2,6600,10,무르무르,292,GooglePlay,2025-07-25,45100,398},,,
Order Complete (App),,ruby_3,11000,8,허어어니,276,GooglePlay,2025-07-27,89100,695},,,
Order Complete (App),,ruby_1,1100,3,가정주부,241,GooglePlay,2025-08-01,97900,1733},,,
Order Complete (App),,ruby_2,6600,3,가정주부,241,GooglePlay,2025-08-01,97900,1733},,,
Order Complete (App),,ruby_3,11000,3,가정주부,241,GooglePlay,2025-08-01,80300,1733},,,
Order Complete (App),,ruby_1,1100,2,우성이,118,GooglePlay,2025-08-02,64900,4576},,,
Order Complete (App),,ruby_2,6600,2,뽄요,102,GooglePlay,2025-08-02,41800,7199},,,
Order Complete (App),,ruby_3,11000,2,뽄요,102,GooglePlay,2025-08-02,30800,7199},,,
Order Complete (App),,ruby_6,110000,5,냉균,328,GooglePlay,2025-07-29,304700,217},,,
Order Complete (App),,ruby_3,11000,7,테리정,176,GooglePlay,2025-07-27,29700,3271},,,
Order Complete (App),,ruby_4,33000,9,yad,349,GooglePlay,2025-07-26,313500,139},,,
Order Complete (App),,ads_remove,7700,1,탐켄치,16,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_3,11000,2,동물의왕흑인,93,GooglePlay,2025-08-02,14300,5731},,,
Order Complete (App),,ruby_1,1100,14,몽클,258,GooglePlay,2025-07-21,7700,1134},,,
Order Complete (App),,ads_remove,7700,1,Hub,14,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,꽃돼지,9,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,김대물,36,GooglePlay,2025-08-03,0,14536},,,
Order Complete (App),,ads_remove,7700,1,충무여해,45,GooglePlay,2025-08-03,0,13682},,,
Order Complete (App),,ads_remove,7700,1,서나콩,25,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,2,체리써니,79,GooglePlay,2025-08-02,0,7054},,,
Order Complete (App),,ads_remove,7700,3,담다미,86,GooglePlay,2025-08-01,0,6488},,,
Order Complete (App),,ruby_3,11000,10,손발을두잇,199,GooglePlay,2025-07-24,7700,2697},,,
Order Complete (App),,ruby_3,11000,14,라영,265,GooglePlay,2025-07-21,25300,1012},,,
Order Complete (App),,ruby_3,11000,13,베빌레라,275,GooglePlay,2025-07-20,13200,824},,,
Order Complete (App),,ruby_2,6600,2,우성이,111,GooglePlay,2025-08-02,58300,4982},,,
Order Complete (App),,ruby_1,1100,3,초행,24,GooglePlay,2025-07-17,7700,13824},,,
Order Complete (App),,ruby_2,6600,3,초행,24,GooglePlay,2025-07-17,0,13824},,,
Order Complete (App),,ads_remove,7700,1,두방,4,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,멍멍,10,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_1,1100,13,베빌레라,270,GooglePlay,2025-07-20,13200,824},,,
Order Complete (App),,ruby_1,1100,13,베빌레라,270,GooglePlay,2025-07-20,13200,824},,,
Order Complete (App),,ruby_1,1100,13,베빌레라,270,GooglePlay,2025-07-20,11000,824},,,
Order Complete (App),,ruby_1,1100,13,베빌레라,270,GooglePlay,2025-07-20,8800,824},,,
Order Complete (App),,ruby_1,1100,13,베빌레라,270,GooglePlay,2025-07-20,7700,824},,,
Order Complete (App),,ruby_4,33000,5,이야이,327,OneStore,2025-07-30,415800,221},,,
Order Complete (App),,ads_remove,7700,1,짧은매듭,11,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_1,1100,2,누루지,119,GooglePlay,2025-08-02,27500,4469},,,
Order Complete (App),,ruby_1,1100,2,누루지,119,GooglePlay,2025-08-02,26400,4469},,,
Order Complete (App),,ruby_2,6600,2,누루지,119,GooglePlay,2025-08-02,18700,4469},,,
Order Complete (App),,ruby_3,11000,2,누루지,119,GooglePlay,2025-08-02,7700,4469},,,
Order Complete (App),,ruby_3,11000,17,어디서,253,GooglePlay,2025-07-18,150700,1257},,,
Order Complete (App),,ruby_1,1100,3,최무사,171,GooglePlay,2025-08-01,97900,3312},,,
Order Complete (App),,ruby_4,33000,2,조메기,150,GooglePlay,2025-08-02,74800,3650},,,
Order Complete (App),,ruby_2,6600,3,최무사,171,GooglePlay,2025-08-01,97900,3312},,,
Order Complete (App),,ads_remove,7700,1,성시경,12,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_3,11000,3,최무사,171,GooglePlay,2025-08-01,91300,3312},,,
Order Complete (App),,ruby_3,11000,3,최무사,171,GooglePlay,2025-08-01,69300,3312},,,
Order Complete (App),,ruby_5,55000,17,옴스옴스,345,GooglePlay,2025-07-18,130900,158},,,
Order Complete (App),,ruby_4,33000,17,어디서,252,GooglePlay,2025-07-18,117700,1556},,,
Order Complete (App),,ruby_3,11000,9,조던,287,GooglePlay,2025-07-26,227700,476},,,
Order Complete (App),,ruby_2,6600,3,도라에몽표류기,185,GooglePlay,2025-08-01,44000,3013},,,
Order Complete (App),,ads_remove,7700,3,추쌍,95,GooglePlay,2025-07-30,0,5568},,,
Order Complete (App),,ads_remove,7700,1,아들러버,66,GooglePlay,2025-08-02,0,8312},,,
Order Complete (App),,ruby_3,11000,1,채은,54,GooglePlay,2025-08-03,0,10118},,,
Order Complete (App),,ruby_4,33000,7,실땅님,192,GooglePlay,2025-07-28,7700,2767},,,
Order Complete (App),,ruby_4,33000,7,지은이내꼬,227,GooglePlay,2025-07-27,31900,2075},,,
Order Complete (App),,ruby_6,110000,17,어디서,240,GooglePlay,2025-07-18,7700,1730},,,
Order Complete (App),,ruby_1,1100,2,흑의서생,66,GooglePlay,2025-08-01,7700,9472},,,
Order Complete (App),,ruby_2,6600,2,흑의서생,66,GooglePlay,2025-08-01,0,9472},,,
Order Complete (App),,ads_remove,7700,1,이에,12,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_2,6600,3,최무사,121,GooglePlay,2025-08-01,62700,4458},,,
Order Complete (App),,ruby_3,11000,3,최무사,121,GooglePlay,2025-08-01,62700,4458},,,
Order Complete (App),,ruby_3,11000,3,최무사,121,GooglePlay,2025-08-01,40700,4458},,,
Order Complete (App),,ads_remove,7700,1,모범,4,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,소금상자,4,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_3,11000,9,타이거통,277,GooglePlay,2025-07-26,231000,650},,,
Order Complete (App),,ruby_4,33000,3,최무사,121,GooglePlay,2025-08-01,7700,4458},,,
Order Complete (App),,ruby_4,33000,3,디지고싶냐,109,GooglePlay,2025-08-01,18700,5187},,,
Order Complete (App),,ads_remove,7700,1,안주,21,GooglePlay,2025-08-02,0,99999999},,,
Order Complete (App),,ruby_6,110000,3,앙가람,91,GooglePlay,2025-08-01,7700,6193},,,
Order Complete (App),,ruby_2,6600,2,찬란명화,89,GooglePlay,2025-08-02,7700,6339},,,
Order Complete (App),,ruby_1,1100,1,단코,46,GooglePlay,2025-08-03,7700,11085},,,
Order Complete (App),,ruby_2,6600,1,단코,46,GooglePlay,2025-08-03,0,11085},,,
Order Complete (App),,ads_remove,7700,1,jxlome,16,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,옴마니반메옴,31,GooglePlay,2025-08-03,0,13135},,,
Order Complete (App),,ruby_3,11000,1,비갠뒤소나기,68,GooglePlay,2025-08-03,7700,7915},,,
Order Complete (App),,ruby_3,11000,5,성난곰탱이,121,GooglePlay,2025-07-29,7700,4728},,,
Order Complete (App),,ruby_2,6600,8,이사빛,229,GooglePlay,2025-07-27,40700,2001},,,
Order Complete (App),,ruby_2,6600,8,이사빛,229,GooglePlay,2025-07-27,27500,2001},,,
Order Complete (App),,ruby_3,11000,6,국이,246,GooglePlay,2025-07-29,150700,2031},,,
Order Complete (App),,ads_remove,7700,1,또찬,5,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_4,33000,5,이야이,325,OneStore,2025-07-30,382800,240},,,
Order Complete (App),,ruby_2,6600,9,은룡표국,224,GooglePlay,2025-07-25,8800,2201},,,
Order Complete (App),,ads_remove,7700,1,조선의태종,7,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,히리,13,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_2,6600,1,염동력자,26,GooglePlay,2025-08-03,7700,14120},,,
Order Complete (App),,ruby_1,1100,1,염동력자,26,GooglePlay,2025-08-03,0,14120},,,
Order Complete (App),,ruby_1,1100,19,만마앙복,433,GooglePlay,2025-07-16,348700,38},,,
Order Complete (App),,ads_remove,7700,1,말랑구름,6,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_3,11000,2,생존,25,GooglePlay,2025-08-02,0,13952},,,
Order Complete (App),,ruby_2,6600,10,백진,366,GooglePlay,2025-07-24,412500,103},,,
Order Complete (App),,ruby_3,11000,10,백진,366,GooglePlay,2025-07-24,401500,103},,,
Order Complete (App),,ruby_4,33000,1,비샤스,24,GooglePlay,2025-08-03,7700,14471},,,
Order Complete (App),,ruby_3,11000,16,사랑잉,446,GooglePlay,2025-07-19,865700,34},,,
Order Complete (App),,ruby_3,11000,5,얼죽뱅,189,GooglePlay,2025-07-30,31900,2834},,,
Order Complete (App),,ads_remove,7700,2,승질승,81,GooglePlay,2025-08-02,0,7440},,,
Order Complete (App),,ruby_2,6600,1,푸르른달,72,GooglePlay,2025-08-02,17600,7547},,,
Order Complete (App),,ruby_3,11000,1,푸르른달,72,GooglePlay,2025-08-02,0,7547},,,
Order Complete (App),,ruby_4,33000,15,제로나인,332,GooglePlay,2025-07-20,160600,190},,,
Order Complete (App),,ads_remove,7700,2,무적김대리,57,GooglePlay,2025-08-02,0,9309},,,
Order Complete (App),,ruby_4,33000,7,노이v,240,GooglePlay,2025-07-27,106700,1863},,,
Order Complete (App),,ads_remove,7700,1,해뜰,8,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,비샤스,6,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,초니,41,GooglePlay,2025-08-02,0,13103},,,
Order Complete (App),,ruby_4,33000,17,도재,345,GooglePlay,2025-07-18,121000,171},,,
Order Complete (App),,ruby_3,11000,17,일주일만,356,GooglePlay,2025-07-18,234300,132},,,
Order Complete (App),,ads_remove,7700,1,gbtps,17,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_5,55000,12,누나좋아,310,GooglePlay,2025-07-22,433400,291},,,
Order Complete (App),,ads_remove,7700,1,잠퉁이,8,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,비갠뒤소나기,8,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_3,11000,17,줸줸,396,GooglePlay,2025-07-18,355300,57},,,
Order Complete (App),,ads_remove,7700,1,빈털터리,9,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,하링이,25,GooglePlay,2025-08-03,0,14436},,,
Order Complete (App),,ruby_2,6600,15,하리보소주맛,326,GooglePlay,2025-07-20,34100,227},,,
Order Complete (App),,ads_remove,7700,1,으이구우,5,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,Virr,6,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_2,6600,1,승훈이이,43,GooglePlay,2025-08-02,0,14417},,,
Order Complete (App),,ads_remove,7700,1,만두요리,11,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,큐마,6,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_3,11000,1,하오진,27,GooglePlay,2025-08-03,0,14430},,,
Order Complete (App),,ruby_1,1100,9,정쾌남,245,GooglePlay,2025-07-25,27500,1590},,,
Order Complete (App),,ruby_4,33000,14,흐물이,270,GooglePlay,2025-07-22,7700,793},,,
Order Complete (App),,ruby_1,1100,1,공양왕,24,GooglePlay,2025-08-03,7700,14426},,,
Order Complete (App),,ruby_2,6600,1,공양왕,24,GooglePlay,2025-08-03,0,14426},,,
Order Complete (App),,ruby_4,33000,12,채봉이,245,GooglePlay,2025-07-23,7700,1637},,,
Order Complete (App),,ruby_4,33000,18,김햇반,327,GooglePlay,2025-07-16,40700,215},,,
Order Complete (App),,ads_remove,7700,1,뼈바가지승려,4,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,누룩,4,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_4,33000,2,국밥맛킷캣,127,GooglePlay,2025-08-02,36300,4262},,,
Order Complete (App),,ads_remove,7700,1,코승우,8,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_1,1100,2,ppu99u,40,GooglePlay,2025-08-02,7700,14415},,,
Order Complete (App),,ruby_2,6600,2,ppu99u,40,GooglePlay,2025-08-02,0,14415},,,
Order Complete (App),,ruby_1,1100,2,배쓰로브,120,GooglePlay,2025-08-02,16500,4357},,,
Order Complete (App),,ruby_1,1100,2,배쓰로브,120,GooglePlay,2025-08-02,14300,4357},,,
Order Complete (App),,ads_remove,7700,1,조전제일검,4,GooglePlay,2025-08-03,0,99999999},,,
Order Complete (App),,ruby_2,6600,19,시인아이,267,GooglePlay,2025-07-16,7700,889},,,
Order Complete (App),,ruby_4,33000,2,조메기,118,GooglePlay,2025-08-02,41800,4529},,,
Order Complete (App),,ruby_3,11000,1,Khan87,32,GooglePlay,2025-08-02,0,12962},,,
Order Complete (App),,ruby_2,6600,2,배쓰로브,118,GooglePlay,2025-08-02,7700,5142},,,
Order Complete (App),,ads_remove,7700,1,장댕댕이,11,GooglePlay,2025-08-02,0,99999999},,,
Order Complete (App),,ads_remove,7700,1,안돌,11,GooglePlay,2025-08-02,0,99999999},,,
Order Complete (App),,ruby_2,6600,7,지은이내꼬,220,GooglePlay,2025-07-27,25300,2227},,,
Order Complete (App),,ads_remove,7700,1,지유지아아빠,4,GooglePlay,2025-08-02,0,99999999},,,
Order Complete (App),,ruby_3,11000,16,무향후,308,GooglePlay,2025-07-19,47300,321},,,
Order Complete (App),,ruby_2,6600,10,두식이아부지,288,GooglePlay,2025-07-24,348700,436},,,
Order Complete (App),,ruby_2,6600,4,신사독행,77,GooglePlay,2025-07-29,22000,7232},,,
Order Complete (App),,ruby_5,55000,10,두식이아부지,288,GooglePlay,2025-07-24,293700,436},,,
Order Complete (App),,ruby_3,11000,4,신사독행,77,GooglePlay,2025-07-29,11000,7232},,,
Order Complete (App),,ads_remove,7700,1,난세구리,22,GooglePlay,2025-08-02,0,14057},,,
Order Complete (App),,ruby_3,11000,4,신사독행,77,GooglePlay,2025-07-29,0,7232},,,
Order Complete (App),,ruby_5,55000,4,손도이,168,GooglePlay,2025-07-31,18700,3386},,,
Order Complete (App),,ruby_2,6600,3,임태산,85,GooglePlay,2025-08-01,14300,6598},,,
Order Complete (App),,ruby_3,11000,2,조메기,115,GooglePlay,2025-08-02,30800,4768},,,
Order Complete (App),,ruby_2,6600,3,임태산,85,GooglePlay,2025-08-01,7700,6598},,,
Order Complete (App),,ruby_2,6600,9,도치야,340,GooglePlay,2025-07-16,322300,176},,,
Order Complete (App),,ruby_2,6600,2,갱민,92,GooglePlay,2025-08-02,18700,5848},,,
Order Complete (App),,ruby_2,6600,2,물빛,87,GooglePlay,2025-08-02,36300,6411},,,
Order Complete (App),,ruby_2,6600,5,hobbit,226,GooglePlay,2025-07-30,7700,2097},,,
Order Complete (App),,ruby_3,11000,9,도치야,337,GooglePlay,2025-07-16,311300,176},,,
Order Complete (App),,ruby_3,11000,2,조메기,111,GooglePlay,2025-08-02,19800,4919},,,
Order Complete (App),,ruby_3,11000,13,보보부복,306,GooglePlay,2025-07-22,168300,320},,,
Order Complete (App),,ruby_2,6600,16,하야꾸,312,GooglePlay,2025-07-19,190300,313},,,
Order Complete (App),,ruby_3,11000,2,은짱이,37,GooglePlay,2025-08-02,29700,13050},,,
Order Complete (App),,ruby_3,11000,2,은짱이,35,GooglePlay,2025-08-02,18700,13050},,,
Order Complete (App),,ruby_3,11000,2,은짱이,35,GooglePlay,2025-08-02,7700,13050},,,
Order Complete (App),,ruby_1,1100,8,꼬치쓰,231,GooglePlay,2025-07-27,45100,1898},,,
Order Complete (App),,ruby_4,33000,16,하야꾸,302,GooglePlay,2025-07-19,157300,313},,,
Order Complete (App),,ruby_1,1100,8,꼬치쓰,231,GooglePlay,2025-07-27,45100,1898},,,
Order Complete (App),,ruby_1,1100,8,꼬치쓰,231,GooglePlay,2025-07-27,44000,1898},,,
Order Complete (App),,ruby_1,1100,8,꼬치쓰,231,GooglePlay,2025-07-27,41800,1898},,,
Order Complete (App),,ruby_1,1100,1,한자,27,GooglePlay,2025-08-02,7700,13396},,,
Order Complete (App),,ruby_2,6600,1,한자,27,GooglePlay,2025-08-02,0,13396},,,
Order Complete (App),,ruby_3,11000,2,영쟈굳,118,GooglePlay,2025-08-01,40700,5421},,,
Order Complete (App),,ads_remove,7700,7,육진,113,GooglePlay,2025-07-27,0,4826},,,
Order Complete (App),,ruby_6,110000,3,또땡겨,295,GooglePlay,2025-07-31,521400,343},,,
Order Complete (App),,ruby_4,33000,16,유궁귀,359,GooglePlay,2025-07-19,269500,114},,,
Order Complete (App),,ruby_5,55000,16,삼겹살이젤좋아,273,GooglePlay,2025-07-19,7700,691},,,
Order Complete (App),,ads_remove,7700,1,양님,18,GooglePlay,2025-08-02,0,99999999},,,
Order Complete (App),,ruby_2,6600,3,가르치,117,GooglePlay,2025-07-31,7700,4637},,,
Order Complete (App),,ruby_4,33000,8,숨소,293,GooglePlay,2025-07-27,315700,369},,,
Order Complete (App),,ruby_5,55000,7,노이v,226,GooglePlay,2025-07-27,51700,2084},,,
Order Complete (App),,ruby_2,6600,4,한결도희,137,GooglePlay,2025-07-30,7700,4163},,,
Order Complete (App),,ruby_5,55000,3,또땡겨,285,GooglePlay,2025-07-31,466400,545},,,
Order Complete (App),,ruby_6,110000,7,o해요,246,GooglePlay,2025-07-28,341000,1500},,,
Order Complete (App),,ruby_4,33000,13,미율,350,OneStore,2025-07-21,295900,126},,,
Order Complete (App),,ruby_3,11000,14,개백정,232,GooglePlay,2025-07-21,7700,1894},,,
Order Complete (App),,ads_remove,7700,1,렌카,9,GooglePlay,2025-08-02,0,99999999},,,
Order Complete (App),,ruby_1,1100,8,이사빛,220,GooglePlay,2025-07-27,27500,2242},,,
Order Complete (App),,ruby_1,1100,8,이사빛,220,GooglePlay,2025-07-27,26400,2242},,,
Order Complete (App),,ruby_2,6600,8,이사빛,220,GooglePlay,2025-07-27,18700,2242},,,
Order Complete (App),,ruby_3,11000,8,이사빛,220,GooglePlay,2025-07-27,7700,2242},,,
Order Complete (App),,ruby_2,6600,7,지은이내꼬,199,GooglePlay,2025-07-27,18700,2580},,,
