"Event Category","Custom Event Properties","Product ID","Product Price"
"ItemPurchased (App)","{""Time"":""2026-03-15 18:01:29"",""UserUUID"":""2233bf20-eaa7-11f0-a963-27d225e76a0a"",""a_EventItem"":"""",""a_attendance_count"":69,""a_user_name"":""핸배"",""a_user_stage"":1066,""b.diamond"":635339,""b.ruby"":5500,""boxAllCount"":15220,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-06"",""total_payment_amount"":2005300,""user_rank"":486}","사냥 패스__6__3300",3300
"ItemPurchased (App)","{""Time"":""2026-03-15 18:01:20"",""UserUUID"":""2233bf20-eaa7-11f0-a963-27d225e76a0a"",""a_EventItem"":"""",""a_attendance_count"":69,""a_user_name"":""핸배"",""a_user_stage"":1066,""b.diamond"":72839,""b.ruby"":8800,""boxAllCount"":15220,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-06"",""total_payment_amount"":2005300,""user_rank"":486}","돌발_무기2__8__3300",3300
"ItemPurchased (App)","{""Time"":""2026-03-15 17:58:24"",""UserUUID"":""2233bf20-eaa7-11f0-a963-27d225e76a0a"",""a_EventItem"":"""",""a_attendance_count"":69,""a_user_name"":""핸배"",""a_user_stage"":1066,""b.diamond"":241539,""b.ruby"":1100,""boxAllCount"":14820,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-06"",""total_payment_amount"":1895300,""user_rank"":486}","레벨 패스__1__770",770
"ItemPurchased (App)","{""Time"":""2026-03-15 17:58:21"",""UserUUID"":""2233bf20-eaa7-11f0-a963-27d225e76a0a"",""a_EventItem"":"""",""a_attendance_count"":69,""a_user_name"":""핸배"",""a_user_stage"":1066,""b.diamond"":109039,""b.ruby"":1870,""boxAllCount"":14820,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-06"",""total_payment_amount"":1895300,""user_rank"":486}","레벨 패스__0__550",550
"ItemPurchased (App)","{""Time"":""2026-03-15 17:51:07"",""UserUUID"":""57d262c0-bf06-11f0-b9a9-cf67df362175"",""a_EventItem"":"""",""a_attendance_count"":124,""a_user_name"":""순천"",""a_user_stage"":1045,""b.diamond"":36072,""b.ruby"":220,""boxAllCount"":21870,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2025-11-11"",""total_payment_amount"":1162700,""user_rank"":575}","돌발_절멸타확률__3__990",990
"ItemPurchased (App)","{""Time"":""2026-03-15 17:48:54"",""UserUUID"":""2233bf20-eaa7-11f0-a963-27d225e76a0a"",""a_EventItem"":"""",""a_attendance_count"":69,""a_user_name"":""핸배"",""a_user_stage"":1066,""b.diamond"":620189,""b.ruby"":2420,""boxAllCount"":14820,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-01-06"",""total_payment_amount"":1895300,""user_rank"":541}","돌발_다이아__9__3300",3300
"ItemPurchased (App)","{""Time"":""2026-03-15 17:30:30"",""UserUUID"":""285f70b0-0c26-11f1-b7f2-1bc93d6dc2cf"",""a_EventItem"":"""",""a_attendance_count"":23,""a_user_name"":""뇨밍"",""a_user_stage"":763,""b.diamond"":2106297,""b.ruby"":275160,""boxAllCount"":138850,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-02-17"",""total_payment_amount"":441100,""user_rank"":1405}","돌발_무기2__23__3300",3300
"ItemPurchased (App)","{""Time"":""2026-03-15 17:28:33"",""UserUUID"":""285f70b0-0c26-11f1-b7f2-1bc93d6dc2cf"",""a_EventItem"":"""",""a_attendance_count"":23,""a_user_name"":""뇨밍"",""a_user_stage"":763,""b.diamond"":2200297,""b.ruby"":278460,""boxAllCount"":138850,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-02-17"",""total_payment_amount"":441100,""user_rank"":1405}","돌발_요괴전1__0__550",550
"ItemPurchased (App)","{""Time"":""2026-03-15 17:25:48"",""UserUUID"":""285f70b0-0c26-11f1-b7f2-1bc93d6dc2cf"",""a_EventItem"":"""",""a_attendance_count"":23,""a_user_name"":""뇨밍"",""a_user_stage"":763,""b.diamond"":2159472,""b.ruby"":279010,""boxAllCount"":138850,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-02-17"",""total_payment_amount"":441100,""user_rank"":1405}","돌발_고려2__7__3300",3300
"ItemPurchased (App)","{""Time"":""2026-03-15 17:21:33"",""UserUUID"":""285f70b0-0c26-11f1-b7f2-1bc93d6dc2cf"",""a_EventItem"":"""",""a_attendance_count"":23,""a_user_name"":""뇨밍"",""a_user_stage"":752,""b.diamond"":2791472,""b.ruby"":282310,""boxAllCount"":138850,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-02-17"",""total_payment_amount"":441100,""user_rank"":1405}","돌발_스테이지__13__3300",3300
"ItemPurchased (App)","{""Time"":""2026-03-15 17:18:42"",""UserUUID"":""285f70b0-0c26-11f1-b7f2-1bc93d6dc2cf"",""a_EventItem"":"""",""a_attendance_count"":23,""a_user_name"":""뇨밍"",""a_user_stage"":745,""b.diamond"":2172472,""b.ruby"":285610,""boxAllCount"":138850,""curserver"":1,""iap_platform"":""AppleStore"",""install_day"":""2026-02-17"",""total_payment_amount"":441100,""user_rank"":1405}","돌발_스테이지__12__3300",3300
"ItemPurchased (App)","{""Time"":""2026-03-15 17:16:38"",""UserUUID"":""283d9010-1a38-11f1-a53d-39bfeeb409e5"",""a_EventItem"":"""",""a_attendance_count"":8,""a_user_name"":""taxi"",""a_user_stage"":267,""b.diamond"":33896,""b.ruby"":660,""boxAllCount"":3630,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-07"",""total_payment_amount"":128700,""user_rank"":5307}","사냥 패스__1__770",770
"ItemPurchased (App)","{""Time"":""2026-03-15 17:06:38"",""UserUUID"":""283d9010-1a38-11f1-a53d-39bfeeb409e5"",""a_EventItem"":"""",""a_attendance_count"":8,""a_user_name"":""taxi"",""a_user_stage"":261,""b.diamond"":96196,""b.ruby"":1430,""boxAllCount"":3630,""curserver"":1,""iap_platform"":""GooglePlay"",""install_day"":""2026-03-07"",""total_payment_amount"":128700,""user_rank"":5307}","돌발_고려2__5__3300",3300
